tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
8240,Thunnus maccoyii,121901174,0,live,tomm70a,,translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae),mitochondrial import receptor subunit TOM70,,7,NC_056539.1,7738361,7747688,minus,12,
8240,Thunnus maccoyii,121900972,0,live,tmprss9,,transmembrane serine protease 9,transmembrane protease serine 9,,7,NC_056539.1,16707811,16716180,minus,17,
8240,Thunnus maccoyii,121899977,0,live,hapln4,,hyaluronan and proteoglycan link protein 4,hyaluronan and proteoglycan link protein 4,,7,NC_056539.1,10899408,10932410,plus,9,
8240,Thunnus maccoyii,121897424,0,live,neto2b,,neuropilin (NRP) and tolloid (TLL)-like 2b,neuropilin and tolloid-like protein 2,,5,NC_056537.1,19851866,19859599,plus,12,
8240,Thunnus maccoyii,121896626,0,live,fbxo31,,F-box protein 31,F-box only protein 31,,5,NC_056537.1,21596358,21608917,minus,14,
8240,Thunnus maccoyii,121896412,0,live,rapgef3,,Rap guanine nucleotide exchange factor (GEF) 3,rap guanine nucleotide exchange factor 3,,4,NC_056536.1,26753614,26777920,minus,30,
8240,Thunnus maccoyii,121895338,0,live,eps8l3b,,EPS8-like 3b,epidermal growth factor receptor kinase substrate 8-like protein 3b,,4,NC_056536.1,15337238,15345478,plus,19,
8240,Thunnus maccoyii,121891424,0,live,eps8l3a,,EPS8-like 3a,epidermal growth factor receptor kinase substrate 8-like protein 3,,3,NC_056535.1,17200355,17207158,plus,19,
8240,Thunnus maccoyii,121889056,0,live,cfi,,complement factor I,complement factor I,,22,NC_056554.1,24896752,24906637,plus,16,
8240,Thunnus maccoyii,121885704,0,live,dgcr2,,DiGeorge syndrome critical region gene 2,integral membrane protein DGCR2/IDD,,19,NC_056551.1,14421115,14436975,minus,11,
8240,Thunnus maccoyii,121885238,0,live,sec16a,,"SEC16 homolog A, endoplasmic reticulum export factor",protein transport protein Sec16A,,19,NC_056551.1,19801060,19823724,minus,31,
8240,Thunnus maccoyii,121885195,0,live,c7b,,complement component 7b,complement component 7b,,19,NC_056551.1,5184304,5195971,minus,19,
8240,Thunnus maccoyii,121884930,0,live,prkar1aa,,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1) a","protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1) a",,18,NC_056550.1,2198725,2212994,plus,14,
8240,Thunnus maccoyii,121884250,0,live,st13,,ST13 Hsp70 interacting protein,hsc70-interacting protein,,18,NC_056550.1,8384549,8392220,minus,14,
8240,Thunnus maccoyii,121912703,0,live,LOC121912703,,CD209 antigen-like protein E,CD209 antigen-like protein E,,15,NC_056547.1,8233685,8241009,plus,9,
8240,Thunnus maccoyii,121912700,0,live,LOC121912700,,CD209 antigen-like protein E,CD209 antigen-like protein C|CD209 antigen-like protein E,,15,NC_056547.1,8227363,8233007,plus,9,
8240,Thunnus maccoyii,121912698,0,live,LOC121912698,,CD209 antigen-like protein E,CD209 antigen-like protein E|hepatic lectin-like,,15,NC_056547.1,8197727,8218945,plus,17,
8240,Thunnus maccoyii,121912687,0,live,LOC121912687,,T-cell differentiation antigen CD6-like,T-cell differentiation antigen CD6-like|deleted in malignant brain tumors 1 protein-like,,15,NC_056547.1,8586047,8600084,plus,13,
8240,Thunnus maccoyii,121909380,0,live,LOC121909380,,rap guanine nucleotide exchange factor 4-like,rap guanine nucleotide exchange factor 4-like,,12,NC_056544.1,12097349,12122821,plus,30,
8240,Thunnus maccoyii,121906674,0,live,LOC121906674,,rhodopsin kinase GRK1-like,rhodopsin kinase GRK1-like,,11,NC_056543.1,21864116,21870981,plus,7,
8240,Thunnus maccoyii,121906618,0,live,LOC121906618,,CD209 antigen-like protein A,CD209 antigen-like protein A,,11,NC_056543.1,27720141,27730052,plus,5,
8240,Thunnus maccoyii,121906617,0,live,LOC121906617,,CD209 antigen-like protein D,CD209 antigen-like protein A|CD209 antigen-like protein D,,11,NC_056543.1,28011372,28016901,plus,6,
8240,Thunnus maccoyii,121905933,0,live,LOC121905933,,hepatic lectin-like,hepatic lectin-like,,10,NC_056542.1,21386069,21391355,plus,6,
8240,Thunnus maccoyii,121904290,0,live,LOC121904290,,neuropilin and tolloid-like protein 2,neuropilin and tolloid-like protein 2,,1,NC_056533.1,8376590,8398200,plus,12,
8240,Thunnus maccoyii,121903607,0,live,LOC121903607,,steroidogenic factor 1-like,nuclear receptor subfamily 5 group A member 2-like|steroidogenic factor 1-like,,9,NC_056541.1,33019952,33039242,minus,7,
8240,Thunnus maccoyii,121900817,0,live,LOC121900817,,uncharacterized LOC121900817,uncharacterized protein LOC121900817,,7,NC_056539.1,31578643,31581980,minus,6,
8240,Thunnus maccoyii,121900034,0,live,LOC121900034,,galectin-3-binding protein B-like,galectin-3-binding protein B-like,,7,NC_056539.1,16884514,16894214,plus,9,
8240,Thunnus maccoyii,121898907,0,live,LOC121898907,,P2Y purinoceptor 13-like,P2Y purinoceptor 13-like,,6,NC_056538.1,21268178,21271939,minus,5,
8240,Thunnus maccoyii,121889613,0,live,LOC121889613,,complement factor I-like,complement factor I-like,,22,NC_056554.1,24878354,24893187,plus,19,
8240,Thunnus maccoyii,121886789,0,live,LOC121886789,,cartilage matrix protein-like,cartilage matrix protein-like|collagen alpha-1(XII) chain-like|uncharacterized protein LOC121886789,,20,NC_056552.1,1380446,1409713,minus,10,
8240,Thunnus maccoyii,121886692,0,live,LOC121886692,,cGMP-dependent protein kinase 1-like,cGMP-dependent protein kinase 1-like,,20,NC_056552.1,1739320,1796662,plus,25,
8240,Thunnus maccoyii,121886012,0,live,LOC121886012,,cGMP-dependent protein kinase 1-like,cGMP-dependent protein kinase 1-like,,19,NC_056551.1,27459393,27484812,minus,24,
8240,Thunnus maccoyii,121884009,0,live,LOC121884009,,CD209 antigen-like protein E,CD209 antigen-like protein E,,2,NC_056534.1,22973256,22982696,plus,6,
8240,Thunnus maccoyii,121880728,0,live,flvcr2a,,FLVCR heme transporter 2a,feline leukemia virus subgroup C receptor-related protein 2,,16,NC_056548.1,17660542,17684401,plus,15,
8240,Thunnus maccoyii,121890459,0,live,LOC121890459,,lymphoid-restricted membrane protein,"inositol 1,4,5-triphosphate receptor associated 2",,23,NC_056555.1,7905341,7946106,minus,42,
8240,Thunnus maccoyii,121913906,0,live,hhipl1,,HHIP-like 1,HHIP-like protein 1,,16,NC_056548.1,26448810,26456782,minus,11,
8240,Thunnus maccoyii,121910390,0,live,rapgef6,,Rap guanine nucleotide exchange factor (GEF) 6,rap guanine nucleotide exchange factor 6,,13,NC_056545.1,11779510,11938166,minus,32,
8240,Thunnus maccoyii,121910366,0,live,xrra1,,X-ray radiation resistance associated 1,X-ray radiation resistance-associated protein 1,,13,NC_056545.1,20472065,20479577,plus,18,
8240,Thunnus maccoyii,121907637,0,live,tmprss3a,,transmembrane serine protease 3a,transmembrane protease serine 3,,11,NC_056543.1,2972098,2993463,plus,12,
8240,Thunnus maccoyii,121906548,0,live,si:ch211-184m13.4,,uncharacterized LOC121906548,G-protein coupled receptor 183,,11,NC_056543.1,23918520,23920224,minus,3,
8240,Thunnus maccoyii,121905075,0,live,cd27,,CD27 molecule,tumor necrosis factor receptor superfamily member 6,,10,NC_056542.1,14204916,14216685,plus,7,
8240,Thunnus maccoyii,121904219,0,live,kdm2ba,,lysine (K)-specific demethylase 2Ba,lysine (K)-specific demethylase 2Ba,,9,NC_056541.1,25335614,25346961,minus,11,
8240,Thunnus maccoyii,121904187,0,live,adra2b,,adrenoceptor alpha 2B,alpha-2B adrenergic receptor,,9,NC_056541.1,12755369,12759716,minus,2,
8240,Thunnus maccoyii,121903660,0,live,pnpla7b,,patatin-like phospholipase domain containing 7b,patatin-like phospholipase domain-containing protein 7,,9,NC_056541.1,33344051,33361768,plus,37,
8240,Thunnus maccoyii,121903397,0,live,lrrc2,,leucine rich repeat containing 2,leucine-rich repeat-containing protein 2,,9,NC_056541.1,1802403,1817051,plus,11,
8240,Thunnus maccoyii,121902063,0,live,tomm5,,translocase of outer mitochondrial membrane 5 homolog (yeast),mitochondrial import receptor subunit TOM5 homolog,,8,NC_056540.1,15665979,15668266,minus,2,
8240,Thunnus maccoyii,121901684,0,live,rapgef2b,,Rap guanine nucleotide exchange factor 2b,rap guanine nucleotide exchange factor 2,,8,NC_056540.1,26911431,27022242,plus,31,
8240,Thunnus maccoyii,121901256,0,live,kdm2ab,,lysine (K)-specific demethylase 2Ab,lysine-specific demethylase 2A,,8,NC_056540.1,17808575,17821364,plus,24,
8240,Thunnus maccoyii,121897668,0,live,zgc:162592,,uncharacterized LOC121897668,adenosine receptor A2b,,1,NC_056533.1,21612908,21616836,minus,2,
8240,Thunnus maccoyii,121897652,0,live,si:dkey-30c15.2,,uncharacterized LOC121897652,uncharacterized protein si:dkey-30c15.2,,5,NC_056537.1,19862139,19867930,minus,13,
8240,Thunnus maccoyii,121893710,0,live,tomm6,,translocase of outer mitochondrial membrane 6 homolog (yeast),mitochondrial import receptor subunit TOM6 homolog,,3,NC_056535.1,18607302,18609246,plus,3,
8240,Thunnus maccoyii,121890158,0,live,zgc:194312,,uncharacterized LOC121890158,odorant receptor 131-2,,22,NC_056554.1,13190937,13195512,minus,2,
8240,Thunnus maccoyii,121889576,0,live,corin,,"corin, serine peptidase",atrial natriuretic peptide-converting enzyme,,22,NC_056554.1,25591537,25619213,minus,24,
8240,Thunnus maccoyii,121888161,0,live,fbxo15,,F-box protein 15,F-box only protein 15,,21,NC_056553.1,14715278,14723137,plus,9,
8240,Thunnus maccoyii,121887773,0,live,tmprss7,,transmembrane serine protease 7,transmembrane protease serine 7,,21,NC_056553.1,13073165,13080644,minus,16,
8240,Thunnus maccoyii,121886971,0,live,tomm22,,translocase of outer mitochondrial membrane 22 homolog (yeast),mitochondrial import receptor subunit TOM22 homolog,,20,NC_056552.1,19913799,19916636,minus,4,
8240,Thunnus maccoyii,121886022,0,live,fbxw2,,F-box and WD repeat domain containing 2,F-box/WD repeat-containing protein 2,,19,NC_056551.1,1830194,1843782,minus,8,
8240,Thunnus maccoyii,121885399,0,live,il1b,,"interleukin 1, beta",interleukin-1 beta,,19,NC_056551.1,25322462,25334735,minus,9,
8240,Thunnus maccoyii,121885107,0,live,pnpla7a,,patatin-like phospholipase domain containing 7a,patatin-like phospholipase domain-containing protein 7a,,19,NC_056551.1,12343435,12371334,minus,36,
8240,Thunnus maccoyii,121884041,0,live,grap2a,,GRB2 related adaptor protein 2a,GRB2-related adapter protein 2a,,18,NC_056550.1,24994565,25017478,minus,9,
8240,Thunnus maccoyii,121883982,0,live,cyth1a,,cytohesin 1a,cytohesin-1a,,18,NC_056550.1,16604845,16644554,plus,15,
8240,Thunnus maccoyii,121883726,0,live,eps8l1a,,eps8 like 1a,epidermal growth factor receptor kinase substrate 8-like protein 1a,,18,NC_056550.1,11686499,11694466,plus,14,
8240,Thunnus maccoyii,121882669,0,live,adra1d,,adrenoceptor alpha 1D,alpha-1D adrenergic receptor,,2,NC_056534.1,18272060,18280175,plus,2,
8240,Thunnus maccoyii,121882118,0,live,flvcr1,,FLVCR heme transporter 1,feline leukemia virus subgroup C receptor-related protein 1,,17,NC_056549.1,4227920,4245739,minus,11,
8240,Thunnus maccoyii,121880905,0,live,im:7136021,,uncharacterized im:7136021,uncharacterized protein im:7136021,,16,NC_056548.1,21047,25281,minus,5,
8240,Thunnus maccoyii,121880536,0,live,tomm20b,,translocase of outer mitochondrial membrane 20b,mitochondrial import receptor subunit TOM20 homolog B,,2,NC_056534.1,2151882,2156935,minus,5,
8240,Thunnus maccoyii,121911925,0,live,LOC121911925,,cGMP-dependent protein kinase 1-like,cGMP-dependent protein kinase 1-like,,14,NC_056546.1,14012883,14097010,plus,20,
8240,Thunnus maccoyii,121892080,0,live,LOC121892080,,epithelial cell-transforming sequence 2 oncogene-like,epithelial cell-transforming sequence 2 oncogene-like,,24,NC_056556.1,7066372,7075335,minus,22,
8240,Thunnus maccoyii,121889601,0,live,LOC121889601,,F-box/WD repeat-containing protein 7-like,F-box/WD repeat-containing protein 7-like,,22,NC_056554.1,22632675,22672482,minus,16,
8240,Thunnus maccoyii,121887862,0,live,LOC121887862,,tyrosine-protein kinase yes-like,tyrosine-protein kinase yes-like,,21,NC_056553.1,10029286,10051169,plus,12,
8240,Thunnus maccoyii,121887055,0,live,LOC121887055,,neurotrypsin-like,neurotrypsin-like,,20,NC_056552.1,9444081,9475879,plus,16,
8240,Thunnus maccoyii,121887004,0,live,LOC121887004,,cytohesin-3-like,cytohesin-3-like,,20,NC_056552.1,18599348,18633775,plus,14,
8240,Thunnus maccoyii,121882714,0,live,LOC121882714,,F-box only protein 30-like,F-box only protein 30-like,,17,NC_056549.1,17823416,17829413,plus,5,
8240,Thunnus maccoyii,121882433,0,live,LOC121882433,,uncharacterized LOC121882433,uncharacterized protein LOC121882433,,17,NC_056549.1,25303524,25348856,minus,58,
8240,Thunnus maccoyii,121895215,0,live,LOC121895215,,membrane cofactor protein-like,membrane cofactor protein-like|zona pellucida sperm-binding protein 3 receptor-like,,4,NC_056536.1,27135631,27147061,minus,15,
8240,Thunnus maccoyii,121889725,0,live,LOC121889725,,sialoadhesin-like,low affinity immunoglobulin gamma Fc region receptor II-b-like|low affinity immunoglobulin gamma Fc region receptor II-c-like|sialoadhesin-like,,22,NC_056554.1,22908802,22918376,minus,7,
8240,Thunnus maccoyii,121913104,0,live,pals2b,,"protein associated with LIN7 2, MAGUK p55 family member b","MAGUK p55 subfamily member 6b|protein associated with LIN7 2, MAGUK family member b",,15,NC_056547.1,20065579,20087074,minus,14,
8240,Thunnus maccoyii,121913053,0,live,spag1a,,sperm associated antigen 1a,sperm-associated antigen 1A,,15,NC_056547.1,13802581,13814749,plus,9,
8240,Thunnus maccoyii,121912873,0,live,fbxl2,,F-box and leucine-rich repeat protein 2,F-box/LRR-repeat protein 2,,15,NC_056547.1,17716334,17732033,plus,15,
8240,Thunnus maccoyii,121912465,0,live,spaca4l,,sperm acrosome associated 4 like,protein Bouncer,,15,NC_056547.1,11722706,11736509,plus,3,
8240,Thunnus maccoyii,121912281,0,live,si:ch211-223a10.1,,putative ZDHHC-type palmitoyltransferase 6,putative ZDHHC-type palmitoyltransferase 6,,14,NC_056546.1,17532806,17541095,minus,10,
8240,Thunnus maccoyii,121911864,0,live,ly6pge,,lymphocyte antigen 6 family member pge,lymphocyte antigen 6 family member pge,,14,NC_056546.1,20774894,20778562,minus,3,
8240,Thunnus maccoyii,121911849,0,live,tmem87b,,transmembrane protein 87B,transmembrane protein 87A,,14,NC_056546.1,20340161,20351179,minus,20,
8240,Thunnus maccoyii,121910767,0,live,pnpla6,,patatin-like phospholipase domain containing 6,patatin-like phospholipase domain-containing protein 6,,2,NC_056534.1,33637128,33669117,plus,36,
8240,Thunnus maccoyii,121910420,0,live,ttc1,,tetratricopeptide repeat domain 1,tetratricopeptide repeat protein 1,,13,NC_056545.1,135576,143281,minus,7,
8240,Thunnus maccoyii,121910406,0,live,tmprss15,,transmembrane serine protease 15,enteropeptidase,,13,NC_056545.1,288134,305421,plus,27,
8240,Thunnus maccoyii,121910137,0,live,ttc3,,tetratricopeptide repeat domain 3,E3 ubiquitin-protein ligase TTC3,,13,NC_056545.1,9886020,9919080,minus,46,
8240,Thunnus maccoyii,121910090,0,live,smyd4,,SET and MYND domain containing 4,SET and MYND domain-containing protein 4,,13,NC_056545.1,16346851,16353313,plus,10,
8240,Thunnus maccoyii,121909711,0,live,stip1,,stress-induced phosphoprotein 1,stress-induced-phosphoprotein 1,,13,NC_056545.1,24928943,24939913,minus,14,
8240,Thunnus maccoyii,121909659,0,live,nsg2,,neuronal vesicle trafficking associated 2,neuronal vesicle trafficking-associated protein 2,,13,NC_056545.1,14533427,14573468,minus,5,
8240,Thunnus maccoyii,121909607,0,live,lrrc32,,leucine rich repeat containing 32,transforming growth factor beta activator LRRC32,,13,NC_056545.1,5307469,5319866,plus,4,
8240,Thunnus maccoyii,121909489,0,live,si:ch211-252f13.5,,uncharacterized si:ch211-252f13.5,uncharacterized protein si:ch211-252f13.5,,12,NC_056544.1,8306672,8312836,minus,6,
8240,Thunnus maccoyii,121909179,0,live,cyth4b,,cytohesin 4b,cytohesin 4b,,2,NC_056534.1,7461984,7488830,minus,14,
8240,Thunnus maccoyii,121908808,0,live,pkd1a,,polycystic kidney disease 1a,polycystin-1,,2,NC_056534.1,31224906,31292829,minus,56,
8240,Thunnus maccoyii,121908267,0,live,colec12,,collectin sub-family member 12,collectin-12,,12,NC_056544.1,20487485,20519521,plus,10,
8240,Thunnus maccoyii,121908134,0,live,c8a,,"complement component 8, alpha polypeptide",complement component C8 alpha chain,,12,NC_056544.1,8855907,8875849,plus,12,
8240,Thunnus maccoyii,121908006,0,live,yes1,,"YES proto-oncogene 1, Src family tyrosine kinase",tyrosine-protein kinase yes,,12,NC_056544.1,20450709,20479612,plus,13,
8240,Thunnus maccoyii,121905277,0,live,st14,zmp:0000001114,ST14 transmembrane serine protease matriptase,suppressor of tumorigenicity 14 protein homolog,,10,NC_056542.1,19201154,19225840,minus,19,
8240,Thunnus maccoyii,121904484,0,live,phf19,,PHD finger protein 19,PHD finger protein 19,,9,NC_056541.1,338636,365717,plus,14,
8240,Thunnus maccoyii,121904195,0,live,prkg2,,protein kinase cGMP-dependent 2,cGMP-dependent protein kinase 2,,9,NC_056541.1,5163469,5197949,minus,21,
8240,Thunnus maccoyii,121904167,0,live,adra1aa,,adrenoceptor alpha 1Aa,adrenoceptor alpha 1Aa,,9,NC_056541.1,24829599,24840597,minus,5,
8240,Thunnus maccoyii,121904000,0,live,c7a,,complement component 7a,complement component C7,,9,NC_056541.1,14737039,14745777,plus,18,
8240,Thunnus maccoyii,121903916,0,live,loxl2b,,lysyl oxidase-like 2b,lysyl oxidase homolog 2b,,9,NC_056541.1,34244056,34287772,plus,16,
8240,Thunnus maccoyii,121903498,0,live,si:ch211-113d22.2,,uncharacterized si:ch211-113d22.2,uncharacterized protein si:ch211-113d22.2,,9,NC_056541.1,20028048,20030014,minus,3,
8240,Thunnus maccoyii,121901923,0,live,fbxl3l,,"F-box and leucine-rich repeat protein 3, like",F-box/LRR-repeat protein 3,,8,NC_056540.1,14003425,14009354,minus,7,
8240,Thunnus maccoyii,121901771,0,live,slit3,,slit homolog 3 (Drosophila),slit homolog 3 protein,,8,NC_056540.1,24549253,24811250,minus,39,
8240,Thunnus maccoyii,121901661,0,live,ppid,,peptidylprolyl isomerase D,peptidyl-prolyl cis-trans isomerase D,,8,NC_056540.1,26891409,26900530,minus,10,
8240,Thunnus maccoyii,121901309,0,live,sqstm1,,sequestosome 1,sequestosome-1,,8,NC_056540.1,35090591,35096675,plus,8,
8240,Thunnus maccoyii,121901088,0,live,podn,,podocan,podocan,,7,NC_056539.1,4986883,5004758,minus,11,
8240,Thunnus maccoyii,121901086,0,live,ttc4,,tetratricopeptide repeat domain 4,tetratricopeptide repeat protein 4,,7,NC_056539.1,24668965,24673947,plus,10,
8240,Thunnus maccoyii,121900927,0,live,ttc22,,tetratricopeptide repeat domain 22,tetratricopeptide repeat protein 22,,7,NC_056539.1,24686578,24692443,minus,9,
8240,Thunnus maccoyii,121900578,0,live,cnga3a,,cyclic nucleotide gated channel subunit alpha 3a,cyclic nucleotide-gated cation channel alpha-3|cyclic nucleotide-gated channel cone photoreceptor subunit alpha,,7,NC_056539.1,7253504,7260109,plus,8,
8240,Thunnus maccoyii,121899519,0,live,st14a,,ST14 transmembrane serine protease matriptase a,ST14 transmembrane serine protease matriptase a,,6,NC_056538.1,28380790,28394820,plus,19,
8240,Thunnus maccoyii,121899411,0,live,ly6d,,lymphocyte antigen 6 family member D,lymphocyte antigen 6D,,6,NC_056538.1,9813851,9816211,plus,4,
8240,Thunnus maccoyii,121898322,0,live,ppp5c,,"protein phosphatase 5, catalytic subunit",serine/threonine-protein phosphatase 5,,6,NC_056538.1,28743808,28752634,plus,13,
8240,Thunnus maccoyii,121898252,0,live,zgc:162698,,Transmembrane protein 87A-like,transmembrane protein 87A-like,,6,NC_056538.1,31695906,31713013,plus,21,
8240,Thunnus maccoyii,121897547,0,live,unc45a,,unc-45 myosin chaperone A,protein unc-45 homolog A,,5,NC_056537.1,21685203,21692534,minus,19,
8240,Thunnus maccoyii,121897529,0,live,dnaaf4,,dynein axonemal assembly factor 4,"dynein assembly factor 4, axonemal",,5,NC_056537.1,33050469,33055555,minus,9,
8240,Thunnus maccoyii,121896872,0,live,si:dkey-12e7.1,,uncharacterized LOC121896872,uncharacterized protein si:dkey-12e7.1,,5,NC_056537.1,28451680,28458172,minus,4,
8240,Thunnus maccoyii,121895928,0,live,prkar2aa,,"protein kinase, cAMP-dependent, regulatory, type II, alpha A","protein kinase, cAMP-dependent, regulatory, type II, alpha A",,4,NC_056536.1,11363477,11408851,plus,11,
8240,Thunnus maccoyii,121895827,0,live,lrrc38a,,leucine rich repeat containing 38a,leucine-rich repeat-containing protein 38,,4,NC_056536.1,717847,726155,plus,2,
8240,Thunnus maccoyii,121895247,0,live,il1fma,,interleukin-1 family member A,interleukin-1 family member A,,1,NC_056533.1,28445188,28451855,plus,8,
8240,Thunnus maccoyii,121893708,0,live,tspo,,translocator protein,translocator protein,,3,NC_056535.1,18570750,18604013,plus,6,
8240,Thunnus maccoyii,121891039,0,live,opn1lw1,,"opsin 1 (cone pigments), long-wave-sensitive, 1",red-sensitive opsin-1,,3,NC_056535.1,8066423,8072199,minus,6,
8240,Thunnus maccoyii,121890740,0,live,fbxo18,,F-box DNA helicase 1,F-box DNA helicase 1,,23,NC_056555.1,6947097,6962512,minus,23,
8240,Thunnus maccoyii,121889273,0,live,gc2,,guanylyl cyclase 2,retinal guanylyl cyclase 2,,22,NC_056554.1,20092813,20110800,plus,26,
8240,Thunnus maccoyii,121888586,0,live,frrs1b,,ferric-chelate reductase 1b,putative ferric-chelate reductase 1,,21,NC_056553.1,26391416,26414469,minus,18,
8240,Thunnus maccoyii,121887898,0,live,mpp7a,,MAGUK p55 scaffold protein 7a,MAGUK p55 subfamily member 7|membrane palmitoylated protein 7a,,21,NC_056553.1,21604770,21746676,minus,18,
8240,Thunnus maccoyii,121887031,0,live,mpp2b,,MAGUK p55 scaffold protein 2b,MAGUK p55 subfamily member 2b|membrane palmitoylated protein 2b,,20,NC_056552.1,18004983,18047720,plus,14,
8240,Thunnus maccoyii,121886119,0,live,mamdc4,,MAM domain containing 4,apical endosomal glycoprotein,,19,NC_056551.1,6553621,6569103,minus,28,
8240,Thunnus maccoyii,121885600,0,live,xpo7,,exportin 7,exportin-7,,19,NC_056551.1,28118797,28158908,plus,29,
8240,Thunnus maccoyii,121884934,0,live,ccnf,,cyclin F,cyclin-F,,18,NC_056550.1,15748710,15760852,plus,18,
8240,Thunnus maccoyii,121884815,0,live,flii,,FLII actin remodeling protein,protein flightless-1 homolog,,18,NC_056550.1,9389684,9404239,plus,32,
8240,Thunnus maccoyii,121884419,0,live,dnajc7,,"DnaJ (Hsp40) homolog, subfamily C, member 7",dnaJ homolog subfamily C member 7,,18,NC_056550.1,21697692,21704840,plus,15,
8240,Thunnus maccoyii,121883725,0,live,xpo6,,exportin 6,exportin-6,,18,NC_056550.1,11699882,11718204,minus,24,
8240,Thunnus maccoyii,121883425,0,live,lrrc4ba,,leucine rich repeat containing 4Ba,leucine-rich repeat-containing protein 4B,,18,NC_056550.1,24292364,24324733,plus,3,
8240,Thunnus maccoyii,121882741,0,live,ttc32,,tetratricopeptide repeat domain 32,tetratricopeptide repeat protein 32,,17,NC_056549.1,19960811,19963568,plus,3,
8240,Thunnus maccoyii,121882504,0,live,opn8c,,"opsin 8, group member c","opsin 8, group member c",,17,NC_056549.1,20329872,20347729,plus,4,
8240,Thunnus maccoyii,121882453,0,live,mep1a.1,,"meprin A, alpha (PABA peptide hydrolase), tandem duplicate 1","meprin A, alpha (PABA peptide hydrolase), tandem duplicate 1",,17,NC_056549.1,7540459,7547617,minus,15,
8240,Thunnus maccoyii,121881128,0,live,prss12,,serine protease 12,neurotrypsin,,2,NC_056534.1,18386628,18414037,plus,14,
8240,Thunnus maccoyii,121881111,0,live,ttc7b,,tetratricopeptide repeat domain 7B,tetratricopeptide repeat protein 7B,,16,NC_056548.1,23449275,23471920,plus,23,
8240,Thunnus maccoyii,121880630,0,live,si:dkey-33c12.4,,uncharacterized LOC121880630,uncharacterized protein si:dkey-33c12.4,,16,NC_056548.1,6261093,6272985,minus,18,
8240,Thunnus maccoyii,121913917,0,live,LOC121913917,,CD209 antigen-like protein 2,CD209 antigen-like protein 2,,16,NC_056548.1,17603397,17605736,minus,6,
8240,Thunnus maccoyii,121913659,0,live,LOC121913659,,C-type lectin domain family 4 member E-like,C-type lectin domain family 4 member E-like,,15,NC_056547.1,4527164,4539450,plus,6,
8240,Thunnus maccoyii,121913576,0,live,LOC121913576,,CD209 antigen-like,CD209 antigen-like,,2,NC_056534.1,27179470,27185456,plus,7,
8240,Thunnus maccoyii,121913508,0,live,LOC121913508,,CD59 glycoprotein-like,CD59 glycoprotein-like,,15,NC_056547.1,15566937,15570349,minus,3,
8240,Thunnus maccoyii,121913012,0,live,LOC121913012,,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2-like,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2-like,,15,NC_056547.1,13431720,13443500,plus,7,
8240,Thunnus maccoyii,121912879,0,live,LOC121912879,,tetratricopeptide repeat protein 31-like,hsp70-Hsp90 organizing protein 3-like|tetratricopeptide repeat protein 31-like,,2,NC_056534.1,5687149,5710802,plus,16,
8240,Thunnus maccoyii,121912859,0,live,LOC121912859,,galactose-specific lectin nattectin-like,galactose-specific lectin nattectin-like,,15,NC_056547.1,19095989,19096599,plus,1,
8240,Thunnus maccoyii,121912699,0,live,LOC121912699,,CD209 antigen-like protein E,CD209 antigen-like protein E,,15,NC_056547.1,8184604,8193406,plus,10,
8240,Thunnus maccoyii,121912696,0,live,LOC121912696,,C-type lectin domain family 4 member E-like,C-type lectin domain family 4 member E-like,,15,NC_056547.1,8175218,8179858,plus,8,
8240,Thunnus maccoyii,121911494,0,live,LOC121911494,,CD209 antigen-like protein E,CD209 antigen-like protein E,,2,NC_056534.1,35127020,35129865,plus,4,
8240,Thunnus maccoyii,121911488,0,live,LOC121911488,,CD209 antigen-like protein E,CD209 antigen-like protein E,,2,NC_056534.1,35091578,35098504,plus,7,
8240,Thunnus maccoyii,121911480,0,live,LOC121911480,,C-type lectin domain family 4 member F-like,C-type lectin domain family 4 member F-like,,2,NC_056534.1,35106963,35113050,plus,6,
8240,Thunnus maccoyii,121911473,0,live,LOC121911473,,CD209 antigen-like protein A,CD209 antigen-like protein A,,2,NC_056534.1,35049686,35053711,minus,6,
8240,Thunnus maccoyii,121911466,0,live,LOC121911466,,C-type lectin domain family 4 member K-like,C-type lectin domain family 4 member K-like,,2,NC_056534.1,34997757,35029297,minus,9,
8240,Thunnus maccoyii,121909431,0,live,LOC121909431,,neuropilin and tolloid-like protein 1,neuropilin and tolloid-like protein 1,,12,NC_056544.1,5740907,5754245,plus,10,
8240,Thunnus maccoyii,121908275,0,live,LOC121908275,,uncharacterized LOC121908275,uncharacterized protein LOC121908275,,12,NC_056544.1,8876075,8910162,minus,26,
8240,Thunnus maccoyii,121906621,0,live,LOC121906621,,C-type lectin domain family 4 member E-like,C-type lectin domain family 4 member E-like,,11,NC_056543.1,27667046,27670830,plus,3,
8240,Thunnus maccoyii,121906620,0,live,LOC121906620,,CD209 antigen-like protein E,CD209 antigen-like protein E,,11,NC_056543.1,27877983,27881798,plus,3,
