"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"1654","periodic partitioning","Biological Process",2.78077682685978,0.303239288054851,0.430841793790145,0.383656656687485,"GO:0007365","1/62","98/16896",1,"LOC121895699"
"1655","endoderm formation","Biological Process",2.75268817204301,0.305810973025717,0.432664531372929,0.385279770826151,"GO:0001706","1/62","99/16896",1,"lamb1b"
"1656","sarcoplasm","Cellular Component",2.75268817204301,0.305810973025717,0.432664531372929,0.385279770826151,"GO:0016528","1/62","99/16896",1,"atp2a1l"
"1657","mRNA 3'-end processing","Biological Process",2.75268817204301,0.305810973025717,0.432664531372929,0.385279770826151,"GO:0031124","1/62","99/16896",1,"nanos1"
"1658","positive regulation of filopodium assembly","Biological Process",2.75268817204301,0.305810973025717,0.432664531372929,0.385279770826151,"GO:0051491","1/62","99/16896",1,"LOC121882333"
"1659","regulation of cardiac muscle contraction","Biological Process",2.75268817204301,0.305810973025717,0.432664531372929,0.385279770826151,"GO:0055117","1/62","99/16896",1,"prkacab"
"1660","positive regulation of protein tyrosine kinase activity","Biological Process",2.75268817204301,0.305810973025717,0.432664531372929,0.385279770826151,"GO:0061098","1/62","99/16896",1,"LOC121899291"
"1661","negative regulation of leukocyte differentiation","Biological Process",2.75268817204301,0.305810973025717,0.432664531372929,0.385279770826151,"GO:1902106","1/62","99/16896",1,"LOC121897897"
"1662","regulation of cysteine-type endopeptidase activity involved in apoptotic process","Biological Process",1.79286926994907,0.307095086544538,0.433697988809895,0.386200045578531,"GO:0043281","2/62","304/16896",2,"ctsh/pparg"
"1663","regulation of JNK cascade","Biological Process",1.79286926994907,0.307095086544538,0.433697988809895,0.386200045578531,"GO:0046328","2/62","304/16896",2,"zeb2a/hipk2"
"1664","positive regulation of apoptotic signaling pathway","Biological Process",1.79286926994907,0.307095086544538,0.433697988809895,0.386200045578531,"GO:2001235","2/62","304/16896",2,"ctsh/bmpr1bb"
"1665","actin filament","Cellular Component",2.72516129032258,0.308373318663176,0.434980371463664,0.387341983637072,"GO:0005884","1/62","100/16896",1,"acta2"
"1666","multicellular organismal movement","Biological Process",2.72516129032258,0.308373318663176,0.434980371463664,0.387341983637072,"GO:0050879","1/62","100/16896",1,"hipk2"
"1667","synaptic vesicle membrane","Cellular Component",2.69817949536889,0.310926358329935,0.43753110303913,0.389613362975046,"GO:0030672","1/62","101/16896",1,"drd2a"
"1668","positive regulation of organ growth","Biological Process",2.69817949536889,0.310926358329935,0.43753110303913,0.389613362975046,"GO:0046622","1/62","101/16896",1,"hipk2"
"1669","phosphatidylinositol-mediated signaling","Biological Process",2.69817949536889,0.310926358329935,0.43753110303913,0.389613362975046,"GO:0048015","1/62","101/16896",1,"pdgfra"
"1670","positive regulation of amine transport","Biological Process",2.69817949536889,0.310926358329935,0.43753110303913,0.389613362975046,"GO:0051954","1/62","101/16896",1,"drd2a"
"1671","phagocytosis","Biological Process",1.76958525345622,0.312520826221373,0.439511634721859,0.391376989844146,"GO:0006909","2/62","308/16896",2,"ptx3a/colec12"
"1672","actomyosin","Cellular Component",2.67172675521822,0.313470125271498,0.439531500231515,0.391394679713439,"GO:0042641","1/62","102/16896",1,"acta2"
"1673","acid secretion","Biological Process",2.67172675521822,0.313470125271498,0.439531500231515,0.391394679713439,"GO:0046717","1/62","102/16896",1,"drd2a"
"1674","positive regulation of nucleocytoplasmic transport","Biological Process",2.67172675521822,0.313470125271498,0.439531500231515,0.391394679713439,"GO:0046824","1/62","102/16896",1,"prkacab"
"1675","negative regulation of synapse assembly","Biological Process",2.67172675521822,0.313470125271498,0.439531500231515,0.391394679713439,"GO:0051964","1/62","102/16896",1,"nanos1"
"1676","regulation of post-transcriptional gene silencing","Biological Process",2.67172675521822,0.313470125271498,0.439531500231515,0.391394679713439,"GO:0060147","1/62","102/16896",1,"pparg"
"1677","exopeptidase activity","Molecular Function",2.64578766050736,0.316004652616572,0.442293587640824,0.393854267516219,"GO:0008238","1/62","103/16896",1,"ctsh"
"1678","intrinsic apoptotic signaling pathway in response to DNA damage","Biological Process",2.64578766050736,0.316004652616572,0.442293587640824,0.393854267516219,"GO:0008630","1/62","103/16896",1,"hipk2"
"1679","regulation of oocyte development","Biological Process",2.64578766050736,0.316004652616572,0.442293587640824,0.393854267516219,"GO:0060281","1/62","103/16896",1,"prkacab"
"1680","external side of plasma membrane","Cellular Component",1.75251529924282,0.316584894013766,0.442841964840685,0.394342587280305,"GO:0009897","2/62","311/16896",2,"pdgfra/serpine2"
"1681","angiogenesis","Biological Process",1.7468982630273,0.317938509157436,0.443977127779985,0.395353428903297,"GO:0001525","2/62","312/16896",2,"pdgfra/calcrla"
"1682","response to glucocorticoid","Biological Process",1.7468982630273,0.317938509157436,0.443977127779985,0.395353428903297,"GO:0051384","2/62","312/16896",2,"plat/alpl"
"1683","oxidoreductase activity, acting on NAD(P)H","Molecular Function",2.62034739454094,0.31852997337747,0.443977127779985,0.395353428903297,"GO:0016651","1/62","104/16896",1,"LOC121899291"
"1684","inositol lipid-mediated signaling","Biological Process",2.62034739454094,0.31852997337747,0.443977127779985,0.395353428903297,"GO:0048017","1/62","104/16896",1,"pdgfra"
"1685","exocytic vesicle membrane","Cellular Component",2.62034739454094,0.31852997337747,0.443977127779985,0.395353428903297,"GO:0099501","1/62","104/16896",1,"drd2a"
"1686","regulation of neuroblast proliferation","Biological Process",2.62034739454094,0.31852997337747,0.443977127779985,0.395353428903297,"GO:1902692","1/62","104/16896",1,"drd2a"
"1687","tissue homeostasis","Biological Process",1.74131711841698,0.319291563709263,0.444774851640052,0.396063787261108,"GO:0001894","2/62","313/16896",2,"LOC121899291/ctsh"
"1688","regulation of acute inflammatory response","Biological Process",2.59539170506912,0.321046120450517,0.445634012438697,0.39682885407755,"GO:0002673","1/62","105/16896",1,"pparg"
"1689","terpenoid metabolic process","Biological Process",2.59539170506912,0.321046120450517,0.445634012438697,0.39682885407755,"GO:0006721","1/62","105/16896",1,"retsat.2"
"1690","regulation of smooth muscle contraction","Biological Process",2.59539170506912,0.321046120450517,0.445634012438697,0.39682885407755,"GO:0006940","1/62","105/16896",1,"calcrla"
"1691","growth factor activity","Molecular Function",2.59539170506912,0.321046120450517,0.445634012438697,0.39682885407755,"GO:0008083","1/62","105/16896",1,"gdf10a"
"1692","regulation of cell killing","Biological Process",2.59539170506912,0.321046120450517,0.445634012438697,0.39682885407755,"GO:0031341","1/62","105/16896",1,"si:ch73-22o12.1"
"1693","regulation of blood vessel endothelial cell migration","Biological Process",2.59539170506912,0.321046120450517,0.445634012438697,0.39682885407755,"GO:0043535","1/62","105/16896",1,"pparg"
"1694","alcohol metabolic process","Biological Process",1.72478562678644,0.323347224766384,0.447001674043881,0.398046731466623,"GO:0006066","2/62","316/16896",2,"retsat.2/soat1"
"1695","hair follicle development","Biological Process",2.57090687766281,0.323553126616443,0.447001674043881,0.398046731466623,"GO:0001942","1/62","106/16896",1,"LOC121909338"
"1696","lymphocyte mediated immunity","Biological Process",2.57090687766281,0.323553126616443,0.447001674043881,0.398046731466623,"GO:0002449","1/62","106/16896",1,"ctsh"
"1697","regulation of DNA repair","Biological Process",2.57090687766281,0.323553126616443,0.447001674043881,0.398046731466623,"GO:0006282","1/62","106/16896",1,"fign"
"1698","antiporter activity","Molecular Function",2.57090687766281,0.323553126616443,0.447001674043881,0.398046731466623,"GO:0015297","1/62","106/16896",1,"LOC121908823"
"1699","ubiquitin-like protein binding","Molecular Function",2.57090687766281,0.323553126616443,0.447001674043881,0.398046731466623,"GO:0032182","1/62","106/16896",1,"LOC121888230"
"1700","response to dexamethasone","Biological Process",2.57090687766281,0.323553126616443,0.447001674043881,0.398046731466623,"GO:0071548","1/62","106/16896",1,"plat"
"1701","response to bronchodilator","Biological Process",2.57090687766281,0.323553126616443,0.447001674043881,0.398046731466623,"GO:0097366","1/62","106/16896",1,"drd2a"
"1702","morphogenesis of a branching epithelium","Biological Process",1.71393791844187,0.32604794277973,0.448606503320173,0.39947580228466,"GO:0061138","2/62","318/16896",2,"bmp7b/ctsh"
"1703","endopeptidase inhibitor activity","Molecular Function",2.54687971058185,0.326051024540789,0.448606503320173,0.39947580228466,"GO:0004866","1/62","107/16896",1,"serpine2"
"1704","mRNA export from nucleus","Biological Process",2.54687971058185,0.326051024540789,0.448606503320173,0.39947580228466,"GO:0006406","1/62","107/16896",1,"LOC121889464"
"1705","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","Biological Process",2.54687971058185,0.326051024540789,0.448606503320173,0.39947580228466,"GO:0007193","1/62","107/16896",1,"drd2a"
"1706","forebrain generation of neurons","Biological Process",2.54687971058185,0.326051024540789,0.448606503320173,0.39947580228466,"GO:0021872","1/62","107/16896",1,"drd2a"
"1707",NA,NA,2.54687971058185,0.326051024540789,0.448606503320173,0.39947580228466,"GO:0071427","1/62","107/16896",1,"LOC121889464"
"1708","ciliary basal body-plasma membrane docking","Biological Process",2.54687971058185,0.326051024540789,0.448606503320173,0.39947580228466,"GO:0097711","1/62","107/16896",1,"prkacab"
"1709","lens development in camera-type eye","Biological Process",2.52329749103943,0.328539846774304,0.450711406841573,0.401350179978072,"GO:0002088","1/62","108/16896",1,"hipk2"
"1710","sleep","Biological Process",2.52329749103943,0.328539846774304,0.450711406841573,0.401350179978072,"GO:0030431","1/62","108/16896",1,"prkacab"
"1711",NA,NA,2.52329749103943,0.328539846774304,0.450711406841573,0.401350179978072,"GO:0048747","1/62","108/16896",1,"acta2"
"1712","cellular response to amino acid stimulus","Biological Process",2.52329749103943,0.328539846774304,0.450711406841573,0.401350179978072,"GO:0071230","1/62","108/16896",1,"pdgfra"
"1713","regulation of cell junction assembly","Biological Process",2.52329749103943,0.328539846774304,0.450711406841573,0.401350179978072,"GO:1901888","1/62","108/16896",1,"prkacab"
"1714","skeletal muscle organ development","Biological Process",1.70322580645161,0.328746089885796,0.450731220088461,0.401367823308336,"GO:0060538","2/62","320/16896",2,"acta2/LOC121895699"
"1715","stem cell population maintenance","Biological Process",1.69791980705457,0.33009416609485,0.452315621179532,0.402778703204887,"GO:0019827","2/62","321/16896",2,"bmp7b/nanos1"
"1716","translational elongation","Biological Process",2.50014797277301,0.331019625753336,0.452528284188679,0.402968075685149,"GO:0006414","1/62","109/16896",1,"LOC121889464"
"1717","peptidase inhibitor activity","Molecular Function",2.50014797277301,0.331019625753336,0.452528284188679,0.402968075685149,"GO:0030414","1/62","109/16896",1,"serpine2"
"1718","establishment or maintenance of cytoskeleton polarity","Biological Process",2.50014797277301,0.331019625753336,0.452528284188679,0.402968075685149,"GO:0030952","1/62","109/16896",1,"prkacab"
"1719","dauer larval development","Biological Process",2.50014797277301,0.331019625753336,0.452528284188679,0.402968075685149,"GO:0040024","1/62","109/16896",1,"atp2a1l"
"1720","fatty acid metabolic process","Biological Process",1.68740637171677,0.332788258217179,0.453531496198236,0.403861417443267,"GO:0006631","2/62","323/16896",2,"atp2a1l/pparg"
"1721","glycoprotein biosynthetic process","Biological Process",1.68740637171677,0.332788258217179,0.453531496198236,0.403861417443267,"GO:0009101","2/62","323/16896",2,"LOC121888618/bmpr1bb"
"1722","negative regulation of neuron death","Biological Process",1.68740637171677,0.332788258217179,0.453531496198236,0.403861417443267,"GO:1901215","2/62","323/16896",2,"LOC121882333/hipk2"
"1723",NA,NA,2.47741935483871,0.333490393800235,0.453531496198236,0.403861417443267,"GO:0008565","1/62","110/16896",1,"calcrla"
"1724","positive regulation of phosphatidylinositol 3-kinase signaling","Biological Process",2.47741935483871,0.333490393800235,0.453531496198236,0.403861417443267,"GO:0014068","1/62","110/16896",1,"pdgfra"
"1725","hair cycle process","Biological Process",2.47741935483871,0.333490393800235,0.453531496198236,0.403861417443267,"GO:0022405","1/62","110/16896",1,"LOC121909338"
"1726","response to nicotine","Biological Process",2.47741935483871,0.333490393800235,0.453531496198236,0.403861417443267,"GO:0035094","1/62","110/16896",1,"drd2a"
"1727","positive regulation of receptor-mediated endocytosis","Biological Process",2.47741935483871,0.333490393800235,0.453531496198236,0.403861417443267,"GO:0048260","1/62","110/16896",1,"drd2a"
"1728","skin epidermis development","Biological Process",2.47741935483871,0.333490393800235,0.453531496198236,0.403861417443267,"GO:0098773","1/62","110/16896",1,"LOC121909338"
"1729","maintenance of cell number","Biological Process",1.6770223325062,0.335479516989324,0.454512164847895,0.404734684755931,"GO:0098727","2/62","325/16896",2,"bmp7b/nanos1"
"1730","pattern recognition receptor signaling pathway","Biological Process",2.45510026155187,0.335952183123742,0.454512164847895,0.404734684755931,"GO:0002221","1/62","111/16896",1,"colec12"
"1731","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","Biological Process",2.45510026155187,0.335952183123742,0.454512164847895,0.404734684755931,"GO:0007157","1/62","111/16896",1,"si:ch73-22o12.1"
"1732","regulation of histone methylation","Biological Process",2.45510026155187,0.335952183123742,0.454512164847895,0.404734684755931,"GO:0031060","1/62","111/16896",1,"LOC121895699"
"1733","negative regulation of MAP kinase activity","Biological Process",2.45510026155187,0.335952183123742,0.454512164847895,0.404734684755931,"GO:0043407","1/62","111/16896",1,"bmp7b"
"1734","excitatory postsynaptic potential","Biological Process",2.45510026155187,0.335952183123742,0.454512164847895,0.404734684755931,"GO:0060079","1/62","111/16896",1,"drd2a"
"1735","muscle tissue morphogenesis","Biological Process",2.45510026155187,0.335952183123742,0.454512164847895,0.404734684755931,"GO:0060415","1/62","111/16896",1,"LOC121895699"
"1736","regulation of gene silencing by RNA","Biological Process",2.45510026155187,0.335952183123742,0.454512164847895,0.404734684755931,"GO:0060966","1/62","111/16896",1,"pparg"
"1737","myeloid leukocyte migration","Biological Process",2.45510026155187,0.335952183123742,0.454512164847895,0.404734684755931,"GO:0097529","1/62","111/16896",1,"prex1"
"1738","response to cocaine","Biological Process",2.4331797235023,0.338405025819383,0.457304088945112,0.407220841577999,"GO:0042220","1/62","112/16896",1,"drd2a"
"1739","ATPase-coupled transmembrane transporter activity","Molecular Function",2.4331797235023,0.338405025819383,0.457304088945112,0.407220841577999,"GO:0042626","1/62","112/16896",1,"atp2a1l"
"1740","cell fate specification","Biological Process",1.66168371361133,0.339510869632417,0.458534795193207,0.408316762752114,"GO:0001708","2/62","328/16896",2,"bmp7b/nr2e3"
"1741","lateral plasma membrane","Cellular Component",2.4116471595775,0.340848953869859,0.459555278094322,0.40922548392005,"GO:0016328","1/62","113/16896",1,"drd2a"
"1742","alpha-amino acid catabolic process","Biological Process",2.4116471595775,0.340848953869859,0.459555278094322,0.40922548392005,"GO:1901606","1/62","113/16896",1,"LOC121904145"
"1743","regulation of peptide hormone secretion","Biological Process",1.65663300323561,0.340853127539746,0.459555278094322,0.40922548392005,"GO:0090276","2/62","329/16896",2,"drd2a/pparg"
"1744","myeloid cell differentiation","Biological Process",1.65161290322581,0.342194601677632,0.460455135840059,0.410026790615918,"GO:0030099","2/62","330/16896",2,"pparg/hipk2"
"1745","regulation of cysteine-type endopeptidase activity","Biological Process",1.65161290322581,0.342194601677632,0.460455135840059,0.410026790615918,"GO:2000116","2/62","330/16896",2,"ctsh/pparg"
"1746","morphogenesis of an epithelial sheet","Biological Process",2.39049235993209,0.34328399914544,0.460455135840059,0.410026790615918,"GO:0002011","1/62","114/16896",1,"bmp7b"
"1747","positive regulation of lymphocyte mediated immunity","Biological Process",2.39049235993209,0.34328399914544,0.460455135840059,0.410026790615918,"GO:0002708","1/62","114/16896",1,"si:ch73-22o12.1"
"1748","microvillus","Cellular Component",2.39049235993209,0.34328399914544,0.460455135840059,0.410026790615918,"GO:0005902","1/62","114/16896",1,"pdgfra"
"1749","neurotransmitter metabolic process","Biological Process",2.39049235993209,0.34328399914544,0.460455135840059,0.410026790615918,"GO:0042133","1/62","114/16896",1,"LOC121904145"
"1750","signal transduction in response to DNA damage","Biological Process",2.39049235993209,0.34328399914544,0.460455135840059,0.410026790615918,"GO:0042770","1/62","114/16896",1,"hipk2"
"1751","regulation of meiotic cell cycle","Biological Process",2.39049235993209,0.34328399914544,0.460455135840059,0.410026790615918,"GO:0051445","1/62","114/16896",1,"prkacab"
"1752","endopeptidase regulator activity","Molecular Function",2.39049235993209,0.34328399914544,0.460455135840059,0.410026790615918,"GO:0061135","1/62","114/16896",1,"serpine2"
"1753","oocyte differentiation","Biological Process",1.64662313614657,0.343535279823404,0.460529325490587,0.410092855128908,"GO:0009994","2/62","331/16896",2,"prkacab/nanos1"
"1754","vasculogenesis","Biological Process",2.36970546984572,0.345710193404347,0.462126822810134,0.411515396974936,"GO:0001570","1/62","115/16896",1,"colec12"
"1755","hair cycle","Biological Process",2.36970546984572,0.345710193404347,0.462126822810134,0.411515396974936,"GO:0042633","1/62","115/16896",1,"LOC121909338"
"1756","regulation of phosphoprotein phosphatase activity","Biological Process",2.36970546984572,0.345710193404347,0.462126822810134,0.411515396974936,"GO:0043666","1/62","115/16896",1,"drd2a"
"1757","positive regulation of muscle organ development","Biological Process",2.36970546984572,0.345710193404347,0.462126822810134,0.411515396974936,"GO:0048636","1/62","115/16896",1,"bmp7b"
"1758","regulation of phospholipid metabolic process","Biological Process",2.36970546984572,0.345710193404347,0.462126822810134,0.411515396974936,"GO:1903725","1/62","115/16896",1,"pdgfra"
"1759","homeostasis of number of cells","Biological Process",1.63673350770125,0.346214199733286,0.462537447056976,0.411881050279628,"GO:0048872","2/62","333/16896",2,"atp2a1l/hipk2"
"1760","proton transmembrane transporter activity","Molecular Function",2.34927697441602,0.348127568293146,0.464565465922142,0.413686963607265,"GO:0015078","1/62","116/16896",1,"LOC121908823"
"1761","negative regulation of ion transmembrane transport","Biological Process",2.34927697441602,0.348127568293146,0.464565465922142,0.413686963607265,"GO:0034766","1/62","116/16896",1,"drd2a"
"1762","response to corticosteroid","Biological Process",1.62696196437169,0.348889791422101,0.465054458220043,0.414122402213414,"GO:0031960","2/62","335/16896",2,"plat/alpl"
"1763","regulation of nuclear division","Biological Process",1.62696196437169,0.348889791422101,0.465054458220043,0.414122402213414,"GO:0051783","2/62","335/16896",2,"bmp7b/drd2a"
"1764","cysteine-type endopeptidase activity","Molecular Function",2.32919768403639,0.350536155347128,0.465664197323771,0.414665363619107,"GO:0004197","1/62","117/16896",1,"ctsh"
"1765","structural constituent of cytoskeleton","Molecular Function",2.32919768403639,0.350536155347128,0.465664197323771,0.414665363619107,"GO:0005200","1/62","117/16896",1,"acta2"
"1766","endoplasmic reticulum-Golgi intermediate compartment","Cellular Component",2.32919768403639,0.350536155347128,0.465664197323771,0.414665363619107,"GO:0005793","1/62","117/16896",1,"atp2a1l"
"1767","imaginal disc-derived wing vein specification","Biological Process",2.32919768403639,0.350536155347128,0.465664197323771,0.414665363619107,"GO:0007474","1/62","117/16896",1,"bmp7b"
"1768","detection of chemical stimulus","Biological Process",2.32919768403639,0.350536155347128,0.465664197323771,0.414665363619107,"GO:0009593","1/62","117/16896",1,"LOC121882333"
"1769","regulation of lipase activity","Biological Process",2.32919768403639,0.350536155347128,0.465664197323771,0.414665363619107,"GO:0060191","1/62","117/16896",1,"pdgfra"
"1770","eye photoreceptor cell differentiation","Biological Process",1.61730640375227,0.351561960572198,0.466763054996986,0.415643876073464,"GO:0001754","2/62","337/16896",2,"dio3a/nr2e3"
"1771","regulation of proteolysis involved in cellular protein catabolic process","Biological Process",1.61252147356366,0.352896732635129,0.467267361734165,0.416092951904824,"GO:1903050","2/62","338/16896",2,"prkacab/hipk2"
"1772","embryonic placenta development","Biological Process",2.30945872061236,0.352935985990699,0.467267361734165,0.416092951904824,"GO:0001892","1/62","118/16896",1,"bmp7b"
"1773","cholesterol metabolic process","Biological Process",2.30945872061236,0.352935985990699,0.467267361734165,0.416092951904824,"GO:0008203","1/62","118/16896",1,"soat1"
"1774",NA,NA,2.30945872061236,0.352935985990699,0.467267361734165,0.416092951904824,"GO:0032947","1/62","118/16896",1,"LOC121909097"
"1775",NA,NA,2.30945872061236,0.352935985990699,0.467267361734165,0.416092951904824,"GO:0071156","1/62","118/16896",1,"prkacab"
"1776","ureteric bud development","Biological Process",2.29005150447276,0.355327091537759,0.469094493583373,0.417719979056549,"GO:0001657","1/62","119/16896",1,"bmp7b"
"1777","regulation of leukocyte chemotaxis","Biological Process",2.29005150447276,0.355327091537759,0.469094493583373,0.417719979056549,"GO:0002688","1/62","119/16896",1,"nbl1"
"1778","regulation of cellular response to oxidative stress","Biological Process",2.29005150447276,0.355327091537759,0.469094493583373,0.417719979056549,"GO:1900407","1/62","119/16896",1,"bmp7b"
"1779","ion channel complex","Cellular Component",1.60303605313093,0.355563594436772,0.469094493583373,0.417719979056549,"GO:0034702","2/62","340/16896",2,"prkacab/atp2a1l"
"1780","peptide binding","Molecular Function",1.60303605313093,0.355563594436772,0.469094493583373,0.417719979056549,"GO:0042277","2/62","340/16896",2,"pparg/calcrla"
"1781","cell growth","Biological Process",1.59833506763788,0.356895661534253,0.469094493583373,0.417719979056549,"GO:0016049","2/62","341/16896",2,"prkacab/zeb2a"
"1782","GTPase regulator activity","Molecular Function",1.59833506763788,0.356895661534253,0.469094493583373,0.417719979056549,"GO:0030695","2/62","341/16896",2,"prex1/tbc1d19"
"1783","regulation of neuron apoptotic process","Biological Process",1.59833506763788,0.356895661534253,0.469094493583373,0.417719979056549,"GO:0043523","2/62","341/16896",2,"LOC121882333/hipk2"
"1784","hematopoietic progenitor cell differentiation","Biological Process",2.27096774193548,0.357709503192087,0.469094493583373,0.417719979056549,"GO:0002244","1/62","120/16896",1,"pdgfra"
"1785","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","Biological Process",2.27096774193548,0.357709503192087,0.469094493583373,0.417719979056549,"GO:0002824","1/62","120/16896",1,"si:ch73-22o12.1"
"1786","myoblast fusion","Biological Process",2.27096774193548,0.357709503192087,0.469094493583373,0.417719979056549,"GO:0007520","1/62","120/16896",1,"ntn2"
"1787","regulation of smooth muscle cell migration","Biological Process",2.27096774193548,0.357709503192087,0.469094493583373,0.417719979056549,"GO:0014910","1/62","120/16896",1,"LOC121899291"
"1788","nuclear matrix","Cellular Component",2.27096774193548,0.357709503192087,0.469094493583373,0.417719979056549,"GO:0016363","1/62","120/16896",1,"fign"
"1789","negative regulation of angiogenesis","Biological Process",2.27096774193548,0.357709503192087,0.469094493583373,0.417719979056549,"GO:0016525","1/62","120/16896",1,"pparg"
"1790","response to progesterone","Biological Process",2.27096774193548,0.357709503192087,0.469094493583373,0.417719979056549,"GO:0032570","1/62","120/16896",1,"LOC121882333"
"1791","positive regulation of lipid biosynthetic process","Biological Process",2.27096774193548,0.357709503192087,0.469094493583373,0.417719979056549,"GO:0046889","1/62","120/16896",1,"pparg"
"1792","chemical synaptic transmission, postsynaptic","Biological Process",2.27096774193548,0.357709503192087,0.469094493583373,0.417719979056549,"GO:0099565","1/62","120/16896",1,"drd2a"
"1793","neuron maturation","Biological Process",2.25219941348974,0.360083252047719,0.471418185132112,0.419789183445751,"GO:0042551","1/62","121/16896",1,"nr2e3"
"1794","negative regulation of synaptic transmission","Biological Process",2.25219941348974,0.360083252047719,0.471418185132112,0.419789183445751,"GO:0050805","1/62","121/16896",1,"drd2a"
"1795","oxidoreductase complex","Cellular Component",2.25219941348974,0.360083252047719,0.471418185132112,0.419789183445751,"GO:1990204","1/62","121/16896",1,"LOC121899291"
"1796","isoprenoid metabolic process","Biological Process",2.23373876255949,0.362448369089332,0.472671291542691,0.42090505155067,"GO:0006720","1/62","122/16896",1,"retsat.2"
"1797","adenylate cyclase-activating G protein-coupled receptor signaling pathway","Biological Process",2.23373876255949,0.362448369089332,0.472671291542691,0.42090505155067,"GO:0007189","1/62","122/16896",1,"calcrla"
"1798","sensory perception of smell","Biological Process",2.23373876255949,0.362448369089332,0.472671291542691,0.42090505155067,"GO:0007608","1/62","122/16896",1,"drd2a"
"1799","positive regulation of nuclear division","Biological Process",2.23373876255949,0.362448369089332,0.472671291542691,0.42090505155067,"GO:0051785","1/62","122/16896",1,"drd2a"
"1800","cellular response to glucocorticoid stimulus","Biological Process",2.23373876255949,0.362448369089332,0.472671291542691,0.42090505155067,"GO:0071385","1/62","122/16896",1,"plat"
"1801","mesonephric epithelium development","Biological Process",2.23373876255949,0.362448369089332,0.472671291542691,0.42090505155067,"GO:0072163","1/62","122/16896",1,"bmp7b"
"1802","mesonephric tubule development","Biological Process",2.23373876255949,0.362448369089332,0.472671291542691,0.42090505155067,"GO:0072164","1/62","122/16896",1,"bmp7b"
"1803","response to ethanol","Biological Process",1.57523774007086,0.363541914426185,0.47383444198643,0.421940815529238,"GO:0045471","2/62","346/16896",2,"drd2a/prkacab"
"1804","regulation of JUN kinase activity","Biological Process",2.21557828481511,0.364804885192614,0.474953728644124,0.422937519616805,"GO:0043506","1/62","123/16896",1,"zeb2a"
"1805","male mating behavior","Biological Process",2.21557828481511,0.364804885192614,0.474953728644124,0.422937519616805,"GO:0060179","1/62","123/16896",1,"calcrla"
"1806","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","Biological Process",2.19771071800208,0.367152831124651,0.475376943880402,0.423314384964945,"GO:0002460","1/62","124/16896",1,"ctsh"
"1807","negative regulation of immune effector process","Biological Process",2.19771071800208,0.367152831124651,0.475376943880402,0.423314384964945,"GO:0002698","1/62","124/16896",1,"LOC121882333"
"1808","glycosaminoglycan biosynthetic process","Biological Process",2.19771071800208,0.367152831124651,0.475376943880402,0.423314384964945,"GO:0006024","1/62","124/16896",1,"LOC121888618"
"1809","fatty acid catabolic process","Biological Process",2.19771071800208,0.367152831124651,0.475376943880402,0.423314384964945,"GO:0009062","1/62","124/16896",1,"atp2a1l"
"1810","endoplasmic reticulum unfolded protein response","Biological Process",2.19771071800208,0.367152831124651,0.475376943880402,0.423314384964945,"GO:0030968","1/62","124/16896",1,"atp2a1l"
"1811","phosphatidylinositol phosphate biosynthetic process","Biological Process",2.19771071800208,0.367152831124651,0.475376943880402,0.423314384964945,"GO:0046854","1/62","124/16896",1,"pdgfra"
"1812","regulation of neuronal synaptic plasticity","Biological Process",2.19771071800208,0.367152831124651,0.475376943880402,0.423314384964945,"GO:0048168","1/62","124/16896",1,"drd2a"
"1813","regulation of calcium-mediated signaling","Biological Process",2.19771071800208,0.367152831124651,0.475376943880402,0.423314384964945,"GO:0050848","1/62","124/16896",1,"prkacab"
"1814","organelle transport along microtubule","Biological Process",2.19771071800208,0.367152831124651,0.475376943880402,0.423314384964945,"GO:0072384","1/62","124/16896",1,"LOC121884139"
"1815","regulation of oogenesis","Biological Process",2.19771071800208,0.367152831124651,0.475376943880402,0.423314384964945,"GO:1905879","1/62","124/16896",1,"prkacab"
"1816","phototransduction","Biological Process",2.18012903225806,0.369492237544295,0.477353907767506,0.425074834777963,"GO:0007602","1/62","125/16896",1,"nr2e3"
"1817","imaginal disc-derived wing margin morphogenesis","Biological Process",2.18012903225806,0.369492237544295,0.477353907767506,0.425074834777963,"GO:0008587","1/62","125/16896",1,"hipk2"
"1818","protein kinase complex","Cellular Component",2.18012903225806,0.369492237544295,0.477353907767506,0.425074834777963,"GO:1902911","1/62","125/16896",1,"prkacab"
"1819","negative regulation of blood vessel morphogenesis","Biological Process",2.18012903225806,0.369492237544295,0.477353907767506,0.425074834777963,"GO:2000181","1/62","125/16896",1,"pparg"
"1820","homophilic cell adhesion via plasma membrane adhesion molecules","Biological Process",2.16282642089094,0.371823135002542,0.479048446960512,0.42658379061926,"GO:0007156","1/62","126/16896",1,"si:ch73-22o12.1"
"1821","platelet activation","Biological Process",2.16282642089094,0.371823135002542,0.479048446960512,0.42658379061926,"GO:0030168","1/62","126/16896",1,"pdgfra"
"1822","erythrocyte differentiation","Biological Process",2.16282642089094,0.371823135002542,0.479048446960512,0.42658379061926,"GO:0030218","1/62","126/16896",1,"hipk2"
